Chr	GeneID	Start	Stop	CodingLength	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10
chr17	POLR2A	7387698	7417935	6738	25282	21924	29556	16994	21096	21678	23876	22468	21570	21380
chr17	PPM1D	58677544	58743640	4777	2816	2354	3122	1836	2606	2340	2502	2520	2252	2486
chr17	PPM1E	56833232	57062534	6537	74	38	50	44	30	58	64	62	64	42
chr17	PPP1R1B	37783177	37792878	2053	14	6	14	2	10	10	20	6	6	8
chr17	PPP1R27	79791368	79792926	799	0	4	2	6	10	0	2	2	2	2
chr17	PPP1R9B	48211101	48227877	4048	7318	10324	8680	5036	13922	6200	13066	6898	6490	12434
chr17	PPY	42018172	42019833	457	2	4	0	0	0	0	2	2	0	0
chr17	PRCD	74523668	74541458	2242	100	100	114	90	124	82	166	138	140	144
chr17	PRKAR1A	66508110	66528910	3824	24752	15418	29000	17930	15384	21846	16832	21680	21396	14202
chr17	PRKCA	64298926	64806862	8770	7970	5036	10226	6604	3732	6986	4252	7672	7326	3656
chr17	PROCA1	27030534	27038872	1247	60	84	88	42	124	48	94	40	56	146
chr17	PRPF8	1553923	1588176	7295	49158	37284	57452	33826	32106	43002	39356	43424	40504	30170
chr17	PRPSAP1	74306868	74350230	2359	4910	5092	5624	3380	7016	4138	6956	4206	3972	6934
chr17	PRPSAP2	18759612	18834599	2151	2382	2574	2740	1812	3270	2000	3522	2000	1934	3180
chr17	PRR11	57232860	57284070	6473	17878	13900	20992	13318	15448	15698	17012	15542	15332	14552
chr17	PRR15L	46029334	46035110	1384	14	8	20	8	6	6	4	4	2	6
chr17	PSMB3	36909002	36920478	754	7942	10812	9848	6312	20028	7384	15756	7474	7304	19030
chr17	PSMB6	4699457	4701790	826	7888	10376	9388	5750	19112	7076	15502	6960	7026	18334
chr17	PSMC3IP	40724328	40729849	1980	1528	1532	1736	1166	2170	1450	1892	1344	1336	1756
chr17	PSMC5	61904770	61909387	1600	13360	16634	16076	10748	29088	11608	23134	12230	11756	25770
chr17	PSMD11	30771502	30808042	1581	11872	10562	14208	9004	13564	10604	12732	11212	10126	11734
chr17	PSMD12	65336619	65362721	1797	7226	5516	8760	6470	7448	6570	6580	7066	6790	6128
chr17	PSMD3	38137060	38154212	2147	14360	15768	17328	11136	24320	12910	21530	13586	12750	21948
chr17	PSME3	40985423	40995777	3212	13402	11068	16616	10974	14782	12602	13234	12796	11810	12750
chr17	PTRF	40554467	40575338	3634	72522	77848	85890	54978	111294	63076	101862	66304	64916	105300
chr17	PTRH2	57774667	57784856	798	1710	1914	2150	1524	3752	1550	2824	1750	1516	2994
chr17	PYCR1	79890267	79894968	2061	3532	4824	4198	2764	5678	3100	5962	3392	3258	5270
chr17	PYY	42030107	42081837	1052	22	30	30	22	34	16	32	14	18	34
chr17	QRICH2	74270130	74303761	5359	478	494	496	386	488	392	612	462	416	412
chr17	RAB11FIP4	29718642	29865232	8625	82	44	96	50	50	74	52	78	78	54
chr17	RAB34	27041299	27045286	1916	2958	3920	3362	2082	6512	2520	5588	2594	2700	6090
chr17	RAB37	72667256	72743474	3603	42	82	72	28	136	62	104	42	56	150
chr17	RAB40B	80614943	80656598	1759	258	346	336	204	404	216	368	232	270	456
chr17	RAB5C	40276994	40307062	2031	15204	17424	18282	11086	24232	13670	23504	14446	13324	22578
chr17	RABEP1	5185558	5289132	5402	9210	6582	11034	7314	7840	8114	7718	8296	7860	7300
chr17	RAC3	79989532	79992080	1060	1236	1958	1494	880	3412	934	2614	1174	1134	3178
chr17	RAD51C	56769963	56811692	1427	2296	2198	2464	1640	3486	1856	3180	1860	1972	3464
chr17	RAD51D	33426811	33446888	2583	1396	1286	1520	1012	1498	1120	1446	1248	1182	1324
chr17	RAD51L3-RFFL	33336131	33448541	3904	0	0	0	2	0	0	0	0	0	0
chr17	RAI1	17584787	17714765	7660	5914	6748	7328	3986	5678	4968	7192	5884	5516	5688
chr17	RAMP2	40913212	40915060	786	1652	1860	2042	1192	4380	1410	3520	1384	1358	4762
chr17	RANGRF	8191969	8193409	1166	656	1104	752	490	2258	530	1634	678	622	1982
chr17	RAP1GAP2	2699732	2941035	6663	3182	2744	3754	2530	2402	2646	3092	2934	2600	2708
chr17	RAPGEFL1	38334242	38351906	3727	458	594	612	350	814	422	834	422	454	770
chr17	RARA	38465423	38513895	4361	3082	3818	3484	2890	5066	2594	5088	2878	4000	4618
chr17	RASD1	17397753	17399709	1746	302	540	382	326	600	232	506	406	310	508
chr17	RASL10B	34058679	34070540	3194	106	104	120	66	84	60	118	62	106	106
chr17	RBFOX3	77085427	77478563	2679	2	16	20	12	10	4	8	4	16	12
chr17	RCVRN	9801027	9808684	1175	0	0	0	2	0	0	0	0	0	0
chr17	RDM1	34245085	34257780	1308	110	168	158	82	184	112	210	112	90	166
chr17	RECQL5	73622925	73663269	5185	1972	2418	2390	1522	3364	1680	3238	1650	1670	3418
chr17	RFFL	33336131	33416348	4346	486	310	516	336	228	366	260	374	410	194
chr17	RFNG	80005778	80009650	1828	1562	2650	1930	1142	3790	1336	3770	1436	1484	3714
chr17	RGS9	63133456	63223821	2581	810	832	856	454	1138	730	1386	606	634	1380
chr17	RHBDF2	74466975	74497509	3605	4216	4084	4938	2802	3658	3640	4988	3958	3652	4004
chr17	RHBDL3	30593195	30651680	4661	62	80	76	38	88	62	50	54	54	82
chr17	RHOT1	30469473	30552746	3309	3680	2680	4136	2652	2224	3164	2946	3200	2900	2054
chr17	RILP	1549445	1553392	1791	836	1062	926	628	2080	680	1616	774	688	2026
chr17	RNASEK	6915736	6917852	1028	1086	1346	1416	848	2634	1058	2128	1124	1108	2352
chr17	RNASEK-C17ORF49	6915736	6920843	1909	32	22	30	18	34	10	28	26	26	30
chr17	RND2	41177258	41184058	4152	42	48	68	54	66	74	66	52	56	48
chr17	RNF112	19314491	19320589	3228	88	80	96	78	116	92	106	106	90	62
chr17	RNF135	29297956	29326929	2220	724	896	904	584	1170	706	1262	688	642	1190
chr17	RNF157	74138534	74236390	4891	176	100	226	96	124	132	98	140	132	102
chr17	RNF167	4843630	4848517	1708	6722	10048	7808	4688	16574	5566	14424	5866	5656	16840
chr17	RNF213	78234660	78372581	23207	107378	49016	119002	55620	37318	90472	47590	89900	80368	30672
chr17	RNF222	8294023	8301144	3066	102	80	72	62	88	60	126	82	122	50
chr17	RNF43	56431038	56494931	4557	0	0	4	0	0	0	6	0	0	2
chr17	RNFT1	58029723	58042117	2016	1468	1036	1572	1132	1118	1254	1290	1334	1248	972
chr17	RNMTL1	685513	695741	1801	1654	1916	1942	1342	3034	1264	2538	1534	1432	2874
chr17	RPA1	1733273	1802848	4345	23846	21670	28362	17480	24546	20984	26368	20784	20230	23214
chr17	RPAIN	5322961	5336340	3286	2514	3080	2922	1940	4460	2156	3942	2356	2302	4184
chr17	RPH3AL	62180	202633	2754	324	298	326	168	366	224	436	300	220	366
chr17	RPL19	37356536	37360980	732	45096	62178	54964	35842	106788	39930	86370	42272	40974	101698
chr17	RPL23	37006321	37010053	577	21072	29594	26442	17610	49218	19706	39740	19862	18928	45698
chr17	RPL23A	27047000	27051374	970	51578	65798	62776	39922	115912	44520	92444	45796	45820	105032
chr17	RPL26	8280834	8286565	582	44472	50794	55074	36636	89334	40608	71194	40844	38078	81906
chr17	RPL27	41150446	41154971	490	28176	39960	35748	22996	73072	25808	55480	26958	25926	68100
chr17	RPL38	72199795	72206019	392	17014	20632	21222	13894	41504	15690	29568	16050	15248	37868
chr17	RPRML	45055522	45056614	1093	18	8	10	2	22	8	18	12	2	16
chr17	RPS6KB1	57970443	58027786	5318	5868	3612	6810	4416	4204	5210	4198	5382	5244	3558
chr17	RPTOR	78518625	78940173	6856	3604	3788	4588	2624	3348	3332	3874	3798	3290	3382
chr17	RSAD1	48556190	48563336	2499	2700	3180	3256	2106	4082	2058	3834	2510	2374	3816
chr17	RTN4RL1	1837971	1928178	3164	4	6	4	2	8	4	2	6	4	2
chr17	RUNDC1	41132582	41145707	3828	1566	1598	1832	1174	1946	1318	1786	1418	1422	1816
chr17	RUNDC3A	42385927	42396038	2433	80	86	64	56	78	44	98	46	66	96
chr17	SAMD14	48190035	48207167	1859	516	506	634	332	880	418	810	448	420	820
chr17	SAP30BP	73663399	73704139	2519	5810	6668	6654	4482	11644	5124	9282	5454	5418	10514
chr17	SARM1	26698987	26728065	6999	674	718	846	516	608	578	810	698	604	668
chr17	SAT2	7529556	7531194	963	986	1356	1258	750	2750	832	1888	994	896	2294
chr17	SCARF1	1537152	1549041	3850	4710	5826	5798	3332	7036	3758	7198	4764	4416	6392
chr17	SCIMP	5113901	5138083	666	0	4	0	0	0	0	0	0	2	0
chr17	SCN4A	62015914	62050278	7805	6	4	12	16	4	10	10	6	12	14
chr17	SCO1	10583649	10600885	1754	2954	2848	3564	2326	3978	2540	3432	2806	2644	3648
chr17	SCPEP1	55055468	55084129	1945	3432	3128	3724	2356	4732	2858	4308	2882	2892	4388
chr17	SCRN2	45915047	45918699	1834	1360	2154	1536	980	3492	1158	3142	1212	1114	3562
chr17	SDF2	26975374	26989207	1582	3176	3744	3736	2500	6226	2778	5452	2664	2740	5636
chr17	SDK2	71330523	71640227	10722	8	4	6	4	2	8	6	4	2	10
chr17	SEBOX	26691290	26692265	665	10	8	10	8	6	14	6	10	6	0
chr17	SEC14L1	75084725	75213181	6245	54254	40808	63210	38778	36556	48468	46778	47514	48678	34558
chr17	SECTM1	80278900	80291921	2282	3732	4372	4268	2056	5898	3220	6036	3242	2872	4756
chr17	SENP3	7465309	7475287	2494	1416	1700	1548	1062	3292	1108	2548	1214	1218	2904
chr17	SENP3-EIF4A1	7465309	7482324	4304	30	30	40	36	28	38	28	52	34	22
chr17	SEPT4	56597611	56618179	3052	644	652	610	298	964	488	1026	406	418	964
chr17	SEPT9	75277492	75496678	6575	21624	28728	26464	15624	40998	18912	37358	20638	19810	36914
chr17	SERPINF1	1665259	1680859	1533	282	284	410	172	418	224	408	234	154	384
chr17	SERPINF2	1646130	1658559	2345	92	78	80	64	144	82	126	78	76	160
chr17	SEZ6	27281947	27333081	4212	38	24	46	26	22	34	32	26	68	126
chr17	SGCA	48243366	48253293	1433	0	0	0	0	6	0	0	4	2	0
chr17	SGK494	26934982	26941211	3779	972	758	966	742	842	736	890	922	898	826
chr17	SGSH	78183079	78194199	2768	2520	3314	3202	1906	5830	2246	4314	2360	2414	5198
chr17	SGSM2	2240806	2284348	4867	4454	6586	4938	2946	8150	3446	8406	4170	3930	7742
chr17	SHBG	7517382	7536700	1508	16	22	30	12	40	22	26	22	18	24
chr17	SHISA6	11144740	11467380	7415	0	0	0	0	0	0	2	0	0	0
chr17	SHMT1	18231187	18266856	2519	2622	2968	3092	1884	3750	2432	3812	2304	2186	3544
chr17	SHPK	3511556	3539616	3838	1728	1554	2138	1310	2618	1478	2044	1642	1664	2270
chr17	SIRT7	79869815	79876058	1731	1370	1914	1594	1008	3086	1114	2832	1320	1276	2754
chr17	SKA2	57187308	57232800	3147	8316	6414	9972	6336	9618	7804	8820	7064	6948	8564
chr17	SKAP1	46210802	46507594	1576	8	6	8	4	6	2	4	6	0	4
chr17	SLC13A2	26800664	26824798	2645	2	0	0	0	0	0	0	2	0	0
chr17	SLC13A5	6588039	6616740	3282	0	6	8	2	0	2	2	4	0	2
chr17	SLC16A11	6944949	6947242	1803	22	32	32	8	34	14	46	20	18	50
chr17	SLC16A13	6939394	6943440	1748	594	736	764	404	1210	498	940	578	570	1138
chr17	SLC16A3	80186282	80197375	2482	16630	21592	20322	12246	35590	15218	28798	16196	15776	32366
chr17	SLC16A5	73084055	73102248	1925	976	1178	1198	668	1432	810	1736	852	972	1534
chr17	SLC16A6	66263167	66287405	3955	310	246	456	316	284	306	264	336	378	240
chr17	SLC25A10	79679371	79688042	1885	2400	3396	3044	1816	5162	1992	4434	2332	2238	4850
chr17	SLC25A11	4840426	4843462	1812	4120	5758	5022	2768	9830	3702	8416	3800	3508	9506
chr17	SLC25A19	73269061	73285530	1732	810	894	978	724	1120	684	1142	806	664	1118
chr17	SLC25A35	8191082	8198170	2785	500	646	516	358	916	390	882	398	422	848
chr17	SLC25A39	42396993	42402217	1610	6000	8422	7358	4828	12820	5202	11604	5758	5972	12548
chr17	SLC26A11	78194200	78227308	3053	1544	2048	1752	1028	2844	1236	2352	1474	1472	2538
chr17	SLC2A4	7185054	7191367	3149	52	38	92	62	50	34	68	82	66	50
chr17	SLC35B1	47778690	47785282	1186	3716	4528	4736	2926	7740	3542	6322	3544	3560	7036
chr17	SLC35G3	33519539	33521412	1874	6	4	4	12	6	2	2	2	6	0
chr17	SLC35G6	7384721	7386383	1195	4	6	2	2	0	6	2	10	6	2
chr17	SLC38A10	79218799	79269096	4914	11528	19000	13456	7476	16108	9790	18018	10070	9630	16298
chr17	SLC39A11	70642085	71088853	2782	520	476	664	370	552	558	664	490	422	528
chr17	SLC43A2	1477696	1532130	3001	4026	5554	4860	2822	6648	3580	7290	3808	3718	7748
chr17	SLC46A1	26721661	26733230	6489	334	280	346	210	254	290	306	280	246	256
chr17	SLC47A1	19437167	19482346	3279	22	26	26	18	20	20	16	8	18	16
chr17	SLC47A2	19581628	19620043	2397	4	2	4	4	6	2	6	8	2	2
chr17	SLC4A1	42325758	42345502	4953	78	46	62	46	52	24	66	50	58	52
chr17	SLC5A10	18855478	18924003	2139	828	1414	992	924	2144	718	1782	840	1066	2100
chr17	SLC6A4	28523378	28562954	4533	14	4	10	6	6	2	12	6	6	6
chr17	SLC9A3R1	72744763	72765499	2004	3280	4290	3892	2514	6544	2846	6188	3140	3108	6176
chr17	SLFN11	33677329	33700720	5276	12786	9080	15230	9388	8598	11390	10540	11400	11310	8894
chr17	SLFN12	33738081	33759543	2390	4316	2282	4804	3204	2460	3658	3022	3654	3910	2258
chr17	SLFN12L	33801942	33814758	1767	24	26	62	24	24	38	30	32	36	24
chr17	SLFN13	33762115	33775856	8469	4550	3848	4862	3146	4092	4020	5098	3778	3632	4138
chr17	SLFN14	33875144	33885110	2882	8	2	8	2	2	6	0	4	4	0
chr17	SLFN5	33570086	33594761	4647	7122	2402	8658	4578	1780	6618	2410	6544	6238	1338
chr17	SMARCD2	61909441	61920351	2770	6448	8476	7494	4828	13020	5476	12414	5740	5538	11690
chr17	SMARCE1	38783976	38804103	2421	9376	8764	11218	6848	11102	8412	10920	8342	8128	10274
chr17	SMCR5	17680000	17682843	2844	16	6	24	14	0	14	6	2	16	4
chr17	SMCR7	18163848	18169095	2645	798	1104	882	576	1586	694	1500	752	632	1690
chr17	SMCR8	18218594	18231370	8310	7520	5092	9048	5506	4248	6428	5342	6902	6170	3894
chr17	SMCR9	17322658	17326728	543	4	6	2	4	4	4	4	10	6	0
chr17	SMG6	1963133	2207069	6474	6076	5300	7036	4204	5454	5062	6282	5336	4762	5458
chr17	SMG8	57287371	57292611	3266	2986	2298	3444	2312	2544	2640	2738	2780	2490	2222
chr17	SMTNL2	4487276	4511614	2403	6	4	10	6	4	2	8	10	4	10
chr17	SMURF2	62540735	62658386	3866	9202	5396	10410	7996	5380	7904	5920	8256	9660	5054
chr17	SMYD4	1682829	1733175	4334	2976	2700	3290	2118	3410	2638	3386	2536	2576	3352
chr17	SNF8	47007459	47022154	1213	5266	6686	6372	3948	11518	4624	9244	4876	4902	10650
chr17	SNX11	46184920	46200105	2402	2650	2610	3110	1962	3514	2154	3380	2462	2186	3172
chr17	SOCS3	76352859	76356158	2734	964	1438	1664	1670	1518	860	2834	1636	2078	1132
chr17	SOCS7	36508007	36561846	7978	1914	1380	2126	1258	1042	1456	1352	1544	1464	952
chr17	SOST	41831099	41836156	2300	2	8	2	2	0	2	4	4	0	0
chr17	SOX15	7491498	7493488	1394	146	162	204	136	150	114	188	154	138	140
chr17	SOX9	70117161	70122560	3934	18	4	6	12	8	2	10	6	14	8
chr17	SP2	45973516	46006323	3112	2008	2270	2346	1496	2394	1790	2872	1896	1922	2324
chr17	SP6	45922280	45933240	3794	544	542	576	356	734	408	620	492	398	686
chr17	SPACA3	31318882	31324892	819	0	0	0	0	0	0	4	2	0	2
chr17	SPAG5	26904583	26926056	3808	13708	12964	15686	9498	14362	11756	15700	11684	11214	12910
chr17	SPAG5-AS1	26926151	26944395	1365	126	56	122	70	88	64	88	96	96	74
chr17	SPAG7	4862521	4871132	1025	2528	3674	3138	2062	5828	2450	5090	2324	2280	5538
chr17	SPAG9	49039535	49198226	8793	25144	13134	29264	18712	14072	21382	13604	22238	22778	11406
chr17	SPATA20	48624562	48633213	2607	3044	3710	3868	2388	4610	2602	4816	3128	3078	4654
chr17	SPATA22	3343306	3375142	1718	0	0	0	0	0	0	0	0	0	0
chr17	SPDYE4	8656424	8661877	923	2	0	0	0	0	0	2	0	0	0
chr17	SPECC1	19912649	20218072	6864	1760	1134	1824	1136	1276	1494	1370	1556	1494	1318
chr17	SPEM1	7323679	7324951	982	10	0	10	2	4	6	10	0	8	6
chr17	SPHK1	74380690	74383941	2469	2256	2646	2820	2302	6236	1866	3620	2676	2828	4546
chr17	SPNS2	4402129	4443228	4349	590	828	684	442	1212	412	1238	504	564	1258
chr17	SPNS3	4337219	4391499	1893	0	4	2	0	10	6	8	6	0	4
chr17	SPOP	47676246	47755525	3141	7792	7066	8694	5546	10742	6552	9896	6172	6144	10152
chr17	SRCIN1	36686259	36762183	7050	38	42	60	36	38	44	66	78	46	18
chr17	SREBF1	17714663	17740325	5001	3228	5110	3740	1914	6482	2870	6414	3342	2896	6292
chr17	SRP68	74035191	74068607	2515	9050	8684	10378	6666	11848	7758	10956	7980	7476	10746
chr17	SRR	2207248	2228553	2477	1100	1112	1330	808	1316	1082	1354	994	1008	1262
chr17	SRSF1	56078280	56084707	5643	30624	21404	35622	24984	26226	26196	25736	27782	26952	25278
chr17	SRSF2	74730197	74733493	2963	23756	21140	26778	18448	33506	20132	27220	20730	20832	29646
chr17	SSH2	27952965	28257018	9166	4738	2732	5878	3422	3444	3790	2798	4102	4058	2936
chr17	SSTR2	71161160	71168062	2964	72	38	72	30	56	50	80	78	72	72
chr17	ST6GALNAC1	74620845	74639894	2544	196	134	274	130	212	196	204	152	168	188
chr17	ST6GALNAC2	74561461	74582145	2105	366	456	572	288	388	400	584	372	372	512
chr17	STAC2	37366789	37382040	3277	78	114	120	106	106	82	152	114	112	100
chr17	STARD3	37793333	37820454	2847	3358	4414	4116	2492	6568	2874	6552	3108	2994	6382
chr17	STAT3	40465343	40540513	4973	18064	12076	20882	11890	11758	16014	14604	15632	14884	11160
chr17	STAT5A	40439565	40463960	4300	2120	2304	2410	1380	3696	1754	3284	1794	1792	3452
chr17	STAT5B	40351195	40428424	5094	5560	5232	6440	4062	5948	4710	6532	4792	4690	5672
chr17	STRA13	79976579	79980773	730	1514	2378	1900	1188	3996	1408	3406	1440	1460	3976
chr17	STRADA	61780192	61819330	2883	2592	2924	3006	1976	4374	2272	3968	2328	2254	4196
chr17	STX8	9153788	9479275	968	1458	1860	1728	1126	2950	1212	2498	1162	1192	2502
chr17	STXBP4	53046126	53241449	6046	842	394	1102	616	448	722	458	732	688	380
chr17	SUMO2	73163825	73179098	1066	17722	18580	20938	13796	29406	15848	25170	16088	15484	26748
chr17	SUPT4H1	56422539	56429563	1489	3704	4442	4574	3054	6628	3460	6142	3558	3360	6616
chr17	SUPT6H	26989302	27029249	5877	15046	13314	17602	10542	15480	12882	15132	13408	12782	14166
chr17	SUZ12	30264044	30328057	4477	11630	7498	13406	9112	7578	9936	7938	10498	10162	6740
chr17	SYNGR2	76164671	76169009	1694	5388	6390	5988	3794	10396	4456	9386	4642	4706	10118
chr17	SYNRG	35874900	35969486	8240	6634	5024	7932	4536	5218	5544	5682	5638	5468	5230
chr17	TAC4	47915671	47925379	675	46	24	46	28	32	30	48	42	28	34
chr17	TACO1	61678231	61685725	1469	2136	2672	2462	1596	4510	1788	3688	1948	1770	4194
chr17	TADA2A	35766977	35837226	2016	1670	1602	1978	1314	1942	1478	1984	1538	1500	1870
chr17	TAF15	34136488	34174238	2154	17782	17616	21102	13834	23030	16376	22722	16332	15478	21092
chr17	TANC2	61086898	61505067	11747	306	134	364	230	66	298	120	268	264	62
chr17	TAOK1	27717943	27878921	12081	21406	6920	26004	15584	5316	18622	6846	19618	18782	5164
chr17	TAX1BP3	3566187	3571973	1383	1348	1202	1678	1238	1776	1330	1568	1348	1184	1584
chr17	TBC1D16	77913819	78009647	3259	2172	1766	2572	1414	1336	1814	1678	1878	1886	1144
chr17	TBC1D26	15635591	15648098	1869	0	0	2	0	0	0	0	2	0	0
chr17	TBC1D28	18538842	18547740	1978	0	0	0	0	0	0	2	0	0	0
chr17	TBC1D29	28886584	28890509	668	0	0	2	0	0	0	0	2	2	0
chr17	TBC1D3P1-DHX40P1	58053385	58096336	1129	10	0	12	4	0	6	0	4	0	0
chr17	TBCD	80709940	80901062	4432	7944	8736	9354	5774	9684	7086	10426	7338	7200	9714
chr17	TBKBP1	45772630	45789429	4134	1474	2024	1666	1020	3004	1114	2874	1290	1194	2992
chr17	TBX2	59477257	59486827	3380	16	42	34	24	56	16	44	38	26	26
chr17	TBX21	45810610	45823485	2572	6	12	10	8	4	4	18	12	2	6
chr17	TBX4	59533807	59561664	2470	6	6	14	4	10	8	8	6	4	6
chr17	TCAP	37821599	37822807	963	48	46	32	22	78	16	66	12	18	84
chr17	TEFM	29226001	29233286	1339	1124	1050	1270	918	1744	984	1488	1036	978	1622
chr17	TEKT1	6703300	6735060	1413	4	0	0	0	0	0	0	0	0	0
chr17	TEKT3	15207129	15244958	1784	4	0	2	4	0	4	0	0	0	2
chr17	TEN1-CDK3	73975298	74002080	3330	112	100	110	80	156	96	118	106	110	158
chr17	TEX14	56634038	56769416	4946	64	54	74	52	78	56	88	48	74	62
chr17	TEX19	80317123	80321652	1936	8	2	16	4	16	4	6	2	2	6
chr17	TEX2	62224795	62340653	5090	7806	5820	9358	6014	5606	7166	6496	7300	6710	5464
chr17	TEX34	43331760	43339479	1284	4	6	8	4	0	14	6	2	4	2
chr17	THRA	38218446	38250120	3496	3022	3726	3514	1968	4302	2534	4832	2574	2474	4044
chr17	TIAF1	27400539	27402627	2089	20	20	22	24	32	8	14	12	6	28
chr17	TIMM22	900357	905390	1673	2628	3032	3130	1948	5212	2160	4028	2310	2314	4502
chr17	TIMP2	76849059	76921472	3655	57110	44870	66628	35820	57692	49370	55862	47688	48454	53990
chr17	TK1	76170160	76183285	1595	16504	22640	19544	11538	36248	14320	33656	14886	14644	36622
chr17	TLCD1	27051366	27053949	1197	360	470	410	318	932	320	690	370	360	728
chr17	TLCD2	1606084	1613662	5901	1150	1224	1342	762	1646	1008	1766	1004	966	1566
chr17	TLK2	60556386	60692841	5439	6116	4236	6960	4338	5144	5018	5178	4980	5144	4650
chr17	TM4SF5	4675187	4686506	708	0	2	0	0	0	0	0	0	0	0
chr17	TMC6	76108999	76128488	2958	1716	2222	2018	1186	3588	1322	2936	1664	1724	3356
chr17	TMC8	76126859	76139049	4419	84	84	98	50	128	88	96	100	72	92
chr17	TMEM100	53796988	53809482	2388	16	8	16	12	46	18	12	8	22	30
chr17	TMEM101	42088556	42092345	1539	2418	3234	3042	1834	5250	2200	4700	2236	2254	5228
chr17	TMEM102	7338762	7340998	1973	480	552	544	284	976	450	766	424	332	1036
chr17	TMEM104	72772622	72835922	4749	2356	2602	2950	1616	3764	2026	3034	2084	2016	3208
chr17	TMEM105	79285072	79304474	3319	30	22	36	28	30	24	42	40	22	34
chr17	TMEM106A	41363894	41371589	2795	664	574	788	494	870	634	868	624	570	726
chr17	TMEM107	8076297	8079714	1775	910	1256	1026	628	1624	782	1602	842	758	1700
chr17	TMEM11	21101263	21117908	1688	2098	2546	2306	1458	4130	1598	3510	1894	1844	3828
chr17	TMEM132E	32907768	32966337	4369	2	0	2	0	4	2	8	2	4	2
chr17	TMEM199	26684687	26689089	1449	2200	2176	2646	1754	3428	1892	2938	2096	1918	3022
chr17	TMEM220	10616639	10633646	3092	718	724	962	642	1150	672	1062	758	670	1254
chr17	TMEM235	76227391	76237068	2491	0	0	0	0	0	0	0	0	0	0
chr17	TMEM88	7758384	7759417	874	606	1144	756	462	2452	530	1686	590	584	2152
chr17	TMEM92	48348767	48358846	2816	540	730	634	294	1156	408	1072	414	466	1190
chr17	TMEM93	3572090	3572962	788	454	512	614	366	872	406	786	448	398	774
chr17	TMEM95	7258497	7260538	1169	2	0	0	0	2	0	0	0	0	0
chr17	TMEM97	26646121	26655711	2568	5284	3476	6558	4202	5230	4980	4662	5030	4750	4652
chr17	TMEM98	31254928	31268667	1795	778	1038	976	514	1326	652	1334	672	688	1408
chr17	TMEM99	38975344	38992526	2166	616	838	858	566	1444	596	1242	558	628	1326
chr17	TMIGD1	28643366	28661065	1201	0	0	0	0	0	0	0	0	2	0
chr17	TMUB2	42264354	42269099	2547	3418	4358	4064	2414	5838	2876	5806	2976	3164	5588
chr17	TNFAIP1	26662548	26674035	3809	8936	6746	10034	6632	8386	8088	8824	7992	8104	8038
chr17	TNFRSF13B	16842398	16875402	1358	0	2	0	0	0	0	0	0	0	0
chr17	TNFSF12	7452375	7461207	1625	476	696	548	276	1240	422	1138	350	412	1288
chr17	TNFSF12-TNFSF13	7452375	7464925	1864	4	8	4	4	4	6	12	6	4	4
chr17	TNFSF13	7461609	7464925	2276	210	206	248	154	286	200	328	202	178	304
chr17	TNK1	7284293	7293092	2922	406	384	368	272	370	320	520	334	276	512
chr17	TNRC6C	76000318	76104916	9780	856	624	1076	574	564	676	586	688	780	610
chr17	TNS4	38632080	38657854	4072	38	28	62	46	46	40	34	68	42	46
chr17	TOB1	48939587	48945339	2518	1590	1220	1800	1230	1564	1360	1214	1380	1382	1378
chr17	TOM1L1	52978052	53039328	2340	2116	1460	2502	1664	1212	1918	1600	1934	1802	1186
chr17	TOM1L2	17746822	17875784	5808	4690	4804	5384	3340	4394	3910	5162	4176	4046	4370
chr17	TOP2A	38544773	38574202	5753	84256	51836	98170	57754	39850	75986	55738	73288	69328	39204
chr17	TOP3A	18177235	18218321	4116	5116	5376	5770	3652	6856	4298	6620	4426	4350	6330
chr17	TP53	7571720	7590868	3098	9090	9814	10474	5802	10882	8190	12892	7676	7124	11260
chr17	TP53I13	27895739	27900175	1453	1984	3418	2432	1324	5854	1574	5474	1646	1744	6486
chr17	TRAF4	27071023	27077976	2902	2516	3944	3062	2144	6720	2234	5746	2438	2662	6034
chr17	TRAPPC1	7833663	7835317	869	6750	9900	7832	4844	16496	5758	14510	5952	6076	16594
chr17	TRIM16	15531280	15586193	2901	454	336	508	314	512	400	420	406	400	404
chr17	TRIM16L	18625402	18639431	1982	102	102	112	88	220	92	152	104	94	118
chr17	TRIM25	54965270	54991409	5744	24290	15600	27832	14984	13104	21446	18252	21600	18862	11444
chr17	TRIM37	57060000	57184266	4799	9164	5910	10314	6276	6380	8110	6842	7674	7692	5938
chr17	TRIM47	73870245	73874656	2263	2946	3132	3540	2498	6030	2500	4454	2882	3466	5882
chr17	TRIM65	73885041	73893084	3439	3782	4714	4498	2718	7716	3194	6846	3356	3168	7340
chr17	TRPV1	3468740	3512705	4951	878	846	904	634	1324	642	1224	754	786	1222
chr17	TRPV2	16318856	16340317	2808	5888	5508	6810	4248	7150	4874	7180	5178	5050	6908
chr17	TRPV3	3416486	3461289	3420	2	6	8	6	0	0	4	4	6	0
chr17	TSEN54	73512609	73520820	1941	1630	2390	1888	1214	4022	1336	3406	1576	1454	3872
chr17	TSR1	2225982	2240678	4880	8578	6592	10448	7524	6950	7702	7536	8342	7282	6298
chr17	TTC19	15902694	15932723	3636	4150	3714	5160	3224	4654	3560	4674	3976	3750	4368
chr17	TTC25	40086888	40117668	2083	36	46	48	22	36	34	46	34	30	42
